id,affiliation
935,University of Waikato
936,"PPGI, DCC/IM, Universidade Federal do Rio de Janeiro"
937,"DEL/Poli & PEE/COPPE, Universidade Federal do Rio de Janeiro"
938,ODYSSEE
939,imagine
940,Institut für Logic and Computation Technische Universität Wien
941,ARIC
942,"LSE, PERVASIVE"
943,Université de Lorraine
944,"TU Wien, Austria"
945,"LIP6, CRESTIC"
946,GREGH
947,University of Torino
948,Universidad de la Republica
949,MOCQUA
950,LOMA
951,IBM Research
952,Worldsensing
953,CEA Saclay
954,LRZ
955,Intel
956,ATHENA
957,UT Austin
958,University of British Columbia
959,University of Wyoming
960,Centaur Technology
961,"Kestrel Technology LLC, Palo Alto, CA"
962,"Centaur Technology, Inc., Austin, TX"
963,Rockwell Collins
964,Kestrel Institute
965,Technische Universität Berlin
966,"University of Neuchâtel, 2000 Neuchâtel, Switzerland"
967,"University of California, Santa Cruz, CA 95064, USA"
968,"University of Houston, Houston, TX 77204-3010, USA"
969,LINCS
970,GOAL
971,LIM - University of La Réunion
972,"Technische Universität Darmstadt, Germany"
973,KTH Royal Institute of Technology
974,"INRIA Rennes - Bretagne Atlantique, France"
975,"Università degli Studi di Cagliari, Italy"
976,"Dipartimento di Matematica e Informatica, University of Catania"
977,"Dipartimento di Informatica, University of Torino"
978,"Institute of Informatics, LMU Munich"
979,"University of Cagliari, Italy"
980,"School of Optical and Electronic Informaiton, Huazhong University of Science and Technology, Wuhan, China"
981,"Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, U.S.A"
982,University of Wisconsin - Madison
983,Georgia Tech
984,MIT Computer Science and Artificial Intelligence Laboratory
985,"Sofia University, Bulgaria"
986,Netherlands eScience Center
987,University of Groningen
988,Princeton University and Google Brain
989,Google AI
990,"IMAG, IECL"
991,Dstl
992,IBM
993,Defence Academy
994,GET
995,LSCE
996,IMFT
997,NPU
998,"DISP, INSA Lyon"
999,"LS2N, IMT Atlantique"
1000,OVE
1001,Toulouse
1002,GATECH
1003,CALMIP
1004,CESBIO
1005,"LIP6, LIST"
1006,Sorbonne University
1007,Lifeware
1008,"Ural Federal University, Ekaterinburg, Russia"
1009,"Saint Petersburg State University, St. Petersburg, Russia"
1010,"National Research University Higher School of Economics, Moscow, Russia"
1011,"University of Potsdam, Germany"
1012,"Applied Modelling and Computation Group, Department of Earth Science and Engineering, Imperial College London, UK"
1013,"Department of Scientific Computing, Florida State University, USA"
1014,"Inria, IMB"
1015,Kokotov
1016,LI-PaRAD
1017,"GREGH, LMO"
1018,"DTIS, ONERA, Université Paris Saclay, LIRMM"
1019,"DTIS, ONERA, Université Paris Saclay"
1020,"ICAR, LIRMM"
1021,DRASSM
1022,"Slovak University of Technology in Bratislava, Bratislava, Slovakia"
1023,Heidelberg University
1024,NVIDIA Corporation
1025,Purdue University
1026,"Monash University, Clayton, Australia"
1027,VisAGeS
1028,"UGA, CHROMA"
1029,CHROMA
1030,"CVN, GALEN"
1031,"ENPC, LIGM"
1032,"DIRO, MILA"
1033,"ENPC, CSD-UOC, LIGM"
1034,"Georgia Institute of Technology, Galois Inc"
1035,"Automatics, Robotics and Artificial Vision Research Group, Dept. of Physics, System Engineering and Signal Theory, University of Alicante, Spain"
1036,"CNRS-AIST JRL, LAAS"
1037,"Potioc, CRNL, LaBRI"
1038,"NOVA LINCS and Dep of Informatics, FCT, NOVA University of Lisbon"
1039,Heriot-Watt University
1040,"DEC, University ""G. d'Annunzio"" of Chieti-Pescara, Pescara, Italy"
1041,"MiST, DSIC, Universitat Politècnica de València, València, Spain"
1042,"University of Roma Tor Vergata, Roma, Italy"
1043,"CNR-IASI, Roma, Italy"
1044,Universitat Politecnica de Valencia
1045,Northrop Grumman Corporation
1046,Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas
1047,Quora
1048,Free University of Bozen-Bolzano
1049,Master student at Technical University of Munich
1050,IMJ-PRG
1051,Amazon.com
1052,Yale University
1053,Ben-Gurion University
1054,Federal Institute of Ceará
1055,Federal University of Ceará
1056,"University of Napoli Federico II, Italy"
1057,"University of Udine, Italy"
1058,University of Western Australia
1059,"DEIB, Politecnico di Milano"
1060,"DEIB, Politecnico di Milano, and IEIIT, Consiglio Nazionale delle Ricerche"
1061,Chennai Mathematical Institute
1062,Swansea University
1063,Université de Mons
1064,Université libre de Bruxelles
1065,"Aalto University, Department of Computer Science"
1066,Atkins
1067,"Shenzhen Urban Transport Planning Center Co. Ltd, China"
1068,NEUROSPIN
1069,National Research Council of Italy
1070,"IRIF, GANG"
1071,"GANG, IRIF"
1072,"Department of Computing, Imperial College London, London UK, SW7 2AZ"
1073,"KooLab, Kujiale.com, Hangzhou China"
1074,UMR TETIS
1075,SMILE
1076,"LITIS, UNIROUEN"
1077,"Don State Technical University, Rostov-on-Don, Russia"
1078,"CNRS, Univ. Lyon"
1079,Arskan
1080,Université Savoie Mont Blanc
1081,"Ikerbasque Fellow, Univ of the Basque Country"
1082,Raj
1083,MEXICO
1084,BioInfo - LRI
1085,Wendy
1086,"Faculty of Informatics, Masaryk University, Brno, Czech Republic"
1087,Chiba University
1088,"AMA, LHC"
1089,AMA
1090,"LS2N, ReV"
1091,"Fondazione Bruno Kessler, Italy"
1092,"Università di Bologna and INRIA, Italy"
1093,TU Berlin
1094,"University of Edinburgh, UK"
1095,"Università di Udine, Italy"
1096,"Università Ca` Foscari Venezia, Italy"
1097,University of Camerino
1098,INRIA Saclay - Ile de France
1099,"Department of Computer Science, Aalborg University"
1100,"University of Groningen, The Netherlands"
1101,"University of Insubria, Italy"
1102,EXPRESSION
1103,"Department of Computing, Imperial College London, UK"
1104,"School of Informatics, University of Edinburgh, UK"
1105,"School of Computer Science, University of Manchester, UK"
1106,"Electrical Engineering - Computer Systems, Stanford University, USA"
1107,Lawrence Berkeley National Laboratory
1108,IBM Watson
1109,"School of Systems Science, Beijing Normal University, Beijing, China"
1110,The University of New South Wales
1111,Zhengzhou University
1112,"Department of Applied Mathematics and Computer Science, Technical University of Denmark, Denmark"
1113,"Radiation Physics, Department of Hematology, Oncology and Radiation Physics, Skåne University Hospital, Lund, Sweden"
1114,"Danish Research Centre for Magnetic Resonance, Copenhagen University Hospital Hvidovre, Denmark"
1115,"Department of Oncology, Copenhagen University Hospital Rigshospitalet, Denmark"
1116,"Neuroradiological Academic Unit, Department of Brain Repair and Rehabilitation, UCL Institute of Neurology, University College London, UK"
1117,"Wellcome Centre for Human Neuroimaging, UCL Institute of Neurology, University College London, UK"
1118,"Department of Clinical Physiology, Nuclear Medicine and PET, Copenhagen University Hospital Rigshospitalet, Denmark"
1119,USTC
1120,POSTECH
1121,WPI
1122,Tohoku
1123,"ISC, UMR 7044, GERIICO"
1124,ISC
1125,"Beijing University of Posts and Telecommunications, Beijing, China"
1126,"INRIA Futurs, LIFL, INRIA Lille - Nord Europe"
1127,"LaBRI, IUF"
1128,"LaBRI, INRIA Futurs"
1129,IRCCyN
1130,LIAFA
1131,"Durham University, UK."
1132,"CNRS/LIX, Ecole Polytechnique, France"
1133,"Equipe de Logique Mathematique, Universite Paris Diderot - Paris 7, France"
1134,"ELM, IMJ, LIP"
1135,Vrije Universiteit Brussel
1136,INRIA Lille - Nord Europe
1137,"SIBSUTI, ICT SBRAS"
1138,MIS
1139,"ENS-Lyon, LIP and Universite de Grenoble, LIG"
1140,"Universite de Grenoble, LIG, and Universite Paris-Nord, Laboratoire LIPN"
1141,"CITI, INRIA Rhône-Alpes"
1142,LIFO
1143,E3I2
1144,Georg-August-Universität Göttingen
1145,City University of Hong Kong
1146,The Boing Company
1147,INRIA Lorraine - LORIA
1148,Université de Savoie
1149,Volvo Wheel Loaders AB
1150,Linkoping University
1151,INRIA Sophia Antipolis
1152,University of Innsbruck
1153,IML
1154,"Institute for Artificial Intelligence, The University of Georgia, Athens, Georgia, U.S.A."
1155,"Department of Mathematics, University of Parma, and BUGSENG srl, Italy"
1156,"Department of Computer Science, University of Otago, Dunedin, New Zealand"
1157,"Department of Computer Science, VU University Amsterdam, The Netherlands"
1158,"Intelligent Systems Laboratory, University of Bristol, United Kingdom"
1159,"School of Computer Science and Technology, Shandong University, Department of Co"
1160,JAD
1161,Max Planck Institute for Informatics
1162,CWI Amsterdam
1163,"Department of Informatics, University of Bergen, Norway"
1164,UPenn
1165,"PUC, Chile"
1166,U Chile
1167,U Edinburgh
1168,UMass
1169,Edinbugh
1170,"INRIA Rocquencourt, LIP6"
1171,"ITBA, CORE"
1172,ITBA
1173,"ITBA, CONICET"
1174,"CONICET, LabOp"
1175,"LETI, PRISM"
1176,LETI
1177,PRISM
1178,"LAAS, CTU/FEE"
1179,Università di Bologna
1180,"LMU, Munchen"
1181,"University of Minnesota, Duluth"
1182,HEUDIASYC
1183,Wayne State
1184,DIM
1185,MAPMO
1186,"MAPMO, IMB"
1187,"Institute of Science and Technology, Vienna, Austria"
1188,"University of California, Santa Cruz, USA"
1189,"University of California, Los Angeles, USA"
1190,LPTMC
1191,CEMI
1192,UCM
1193,IGM-LabInfo
1194,INRIA Futurs
1195,"DMA, GREGH"
1196,"PPS, INRIA Paris - Rocquencourt, LIX"
1197,ROSAEC
1198,"PPS, INRIA Paris - Rocquencourt"
1199,IBISC
1200,Chaire Radio Flexible
1201,"Dipartimento di Informatica, Universitá di Torino"
1202,"Molecular Biotechnology Center, Dipartimento di Genetica, Biologia e Biochimica and Dipartimento di Informatica, Universitá di Torino"
1203,"Dipartimento di Biologia Vegetale, Università di Torino"
1204,MSA
1205,INRIA
1206,"Hamburg U., Inst. Theor. Phys. II & Dubna, JINR"
1207,"Hamburg U., Inst. Theor. Phys. II"
1208,INRIA Rocquencourt
1209,"INRIA Rocquencourt, LIENS"
1210,LPTL
1211,Budapest University of Technology and Economics
1212,"Cork Constraint Computation Centre, University College Cork"
1213,LMOPS
1214,"Max Planck Institute for Astronomy, Heidelberg"
1215,LIMSI
1216,Smithsonian Astrophysical Observatory
1217,MIT Kavli Institute for Space Research
1218,"Department of Mathematics, KTH, Stockholm, Sweden"
1219,IFJ-PAN - Polish Academy of Sciences
1220,Department of Information Systems Engineering Ben-Gurion University Israel
1221,Department of Computer Science Ben-Gurion University Israel
1222,"INRIA Futurs, Lifl"
1223,"STMS, CRESTIC"
1224,LMI
1225,"University of Extremadura, Department of Information and Communication, Scimago Group, Spain"
1226,"CSIC, CCHS, IPP, Scimago Group Spain"
1227,INRIA Bordeaux - Sud-Ouest
1228,KAIST
1229,IGM
1230,"Kapteyn Astronomical Institute, University of Groningen, the Netherlands"
1231,"Dept. Physics & Astronomy, the Johns Hopkins University, Baltimore, USA"
1232,"Drahomanov National Pedagogical University, Kyiv, Ukraine"
1233,CECO
1234,"INRIA Saclay - Ile de France, IDSL"
1235,"LM-Besançon, INRIA - IRISA"
1236,Masaryk University
1237,University of Twente
1238,"University of California, Riverside"
1239,"Masaryk University, Czech Republic"
1240,VERIMAG
1241,"Centre for Logic and Information, St. Francis Xavier University, Canada"
1242,Helsinki University of Technology TKK
1243,CoSBi
1244,MTA Sztaki
1245,PPS
1246,The Ohio State University
1247,Radboud University Nijmegen
1248,"LIX, INRIA Bordeaux - Sud-Ouest"
1249,Eindhoven University of Technology
1250,"Department of Computing, Macquarie University, NSW 2109, Sydney, Australia."
1251,FIUBA
1252,"LIX, INRIA Saclay - Ile de France"
1253,"INRIA Saclay - Ile de France, CRAN"
1254,Franklin and Marshall College
1255,"CWI, Netherland"
1256,"University of Insubria - Como, Italy"
1257,"University of Leicester, UK"
1258,"Department of Computing Science, University of Alberta, Edmonton, Canada"
1259,"ECS, University of Southampton"
1260,INFN Sezione di Genova
1261,European Organization for Nuclear Research
1262,Oak Ridge National Laboratory
1263,"Editor-in-Chief, IEEE TNS"
1264,"LIP6, INRIA Rocquencourt"
1265,ICS
1266,"INRIA Rhône-Alpes / LIP Laboratoire de l'Informatique du Parallélisme, LIP"
1267,"VERIMAG, Centre Équation"
1268,"CEA, LIST"
1269,University of Urbino
1270,"Dept. Computer Science, Katholieke Universiteit Leuven"
1271,IT University of Copenhagen
1272,Worcester Polytechnic Institute
1273,LORIA
1274,Moscow State Univ.
1275,CWI and University of Amsterdam
1276,"Dipartimento di informatica, Pisa."
1277,"Dipartimento di informatica, Pisa"
1278,Vienna University of Technology
1279,University of Auckland
1280,"Dipartimento di Informatica, Università di Torino"
1281,"Dipartimento di Informatica, Università del Piemonte Orientale"
1282,"International Institute of Software Technology, United Nations University"
1283,"INRIA Saclay - Ile de France, LNAO"
1284,LCogn
1285,LNAO
1286,ACROE
1287,"ACROE, ICA"
1288,"DiMI, University of Udine"
1289,VERIMAG - Imag
1290,"Altai State Technical University, Russia"
1291,TIMC
1292,ICTT
1293,INRIA/Irisa Rennes
1294,GREYC
1295,Konstanz university
1296,Freiburg University
1297,LSV Cachan
1298,Université Paris-Est
1299,LGS
1300,Bell Labs
1301,CNRS & Université Paris Diderot-Paris 7
1302,Alexandria University
1303,"Institute of Logic, Language, and Computation, University of Amsterdam"
1304,"Department of Electrical and Computer Engineering, Virginia Tech"
1305,Reykjavik University
1306,University of Virginia and L-3 Communications CSW
1307,University of Virginia
1308,"LITIS, IDEES"
1309,DIE
1310,CRI
1311,IREENA
1312,George Mason University
1313,"LIESP, SICOMOR"
1314,"LIESP, Ictt"
1315,"ROBOTIC Laboratory, Irccyn"
1316,ROBOTIC Laboratory
1317,"IRCCyN, CIM"
1318,INRIA Lorraine - LORIA / LIFC
1319,ENSI-Riadi-GDL
1320,"LORIA, Loria"
1321,"University of Glasgow, UK"
1322,"University of Durham, UK"
1323,The MITRE Corporation and Worcester Polytechnic Institute
1324,"Åbo Akademi University, Finland"
1325,"Eindhoven University of Technology, the Netherlands"
1326,"Department of Computer Science, University of Leicester, UK"
1327,"Chalmers University of Technology, Gothenburg, Sweden"
1328,University of Luxembourg
1329,"School of Electronic Engineering and Computer Science, Queen Mary University of London"
1330,INIST
1331,KLMM
1332,CHU-Grenoble ortho-traumato
1333,LSE
1334,IHPC
1335,"CITI Insa Lyon / INRIA Grenoble Rhône-Alpes, INRIA Rocquencourt, EA 3720, CITI Insa Lyon / INRIA Grenoble Rhône-Alpes, CITI Insa Lyon / INRIA Grenoble Rhône-Alpes"
1336,XLIM
1337,LURPA
1338,"INRIA Futurs, SFLTAMP"
1339,IPP BAS
1340,ONERA
1341,UNM
1342,University of Trieste
1343,University of Udine
1344,University of Pisa
1345,IDEES
1346,CEDT Indian Institute of Science Bangalore
1347,ECE Indian Institute of Science Bangalore
1348,Microsoft Research Bangalore India
1349,Karlsruhe University
1350,"Technical University of Eindhoven, Radboud University of Nijmegen"
1351,London School of Economics
1352,Aristotle University of Thessaloniki
1353,University of Caen
1354,LSST Corporation
1355,Adler Planetarium
1356,U. Washington
1357,Wyle Information Systems
1358,JHU/SDSS
1359,ATILF
1360,"College of Information System and Management, National University of Defense Technology, Changsha, China"
1361,"Fraunhofer Institute FOKUS, Kaiserin-Augusta-Allee 31, Berlin, Germany"
1362,"CREA, Inra - Sens"
1363,"CREA, Cams"
1364,COMPUTER Science Department
1365,INRIA Lorraine - Loria
1366,INRIA - Lina
1367,"State Design Office Yuzhnoye, Ukraine"
1368,CRISTAL
1369,I3S
1370,Portland State University
1371,Yahoo! Research
1372,UBC
1373,Microsoft
1374,HP Labs
1375,Google Inc.
1376,Universiteit van Amsterdam
1377,UCLA
1378,Univ of Wisconsin
1379,Wisconsin
1380,SAP
1381,UC Riverside
1382,UCR
1383,ESRI
1384,Reykjavík University
1385,"Department of Computer Science, University of Copenhagen"
1386,University of Washington
1387,U. Massachusetts-Amherst
1388,University of Massachusetts Amherst
1389,UMass Amherst
1390,UC Berkeley
1391,Universite de Rennes 1
1392,Luna
1393,AT&T Labs-Research
1394,Rutgus University
1395,ATT Labs-Research
1396,IBM Almaden Research Center
1397,"UC, San Diego"
1398,HP
1399,Hewlett-Packard Co.
1400,"Hewlett-Packard, Co."
1401,MITRE
1402,University Of Pennsylvania
1403,University of Southern California - Information Sciences Institute
1404,Fetch Technologies
1405,University of Pennsylvania
1406,University of Sydney
1407,Max Plank Institute
1408,Microsoft SQL Server
1409,University of Wisconsin-Madiso
1410,Duke University
1411,Duke
1412,Johns Hopkins University
1413,Johns Hopkins
1414,LogicBlox
1415,U. Pennsylvania
1416,"Australian National University, NICTA"
1417,"Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China"
1418,IM TU-B
1419,"LIRMM, I3M"
1420,INRIA Rhône-Alpes / LIG laboratoire d'Informatique de Grenoble
1421,"Dobrushin Mathematical Laboratory, Institute of Information Transmission Problems, Moscow, Russia"
1422,"Laboratory J.-V. Poncelet, Independent University of Moscow, Russia"
1423,IMJ
1424,DICE - MLG
1425,CESAME
1426,SPE
1427,IDSL
1428,"IDSL, INRIA Saclay - Ile de France"
1429,"Université catholique de Louvain, Belgium"
1430,Francis
1431,"CNRS, Toulouse & BINP, Novosibirsk"
1432,MPS
1433,LMP
1434,LGM2B
1435,Univ. Amsterdam
1436,CWI and Univ Amsterdam
1437,IRISA / INSA Rennes
1438,IRISA / University of Rennes I
1439,"LIP, ELM"
1440,UMR 7586
1441,INRIA - Irisa
1442,"INRIA Rocquencourt, INRIA Rocquencourt"
1443,"Engineering Management & Systems Engineering, Old Dominion University, Norfolk, VA, United States"
